Ticker,MAE,RMSE,MAPE,Pred_Day1,Pred_Day2,Pred_Day3,Pred_Day4,Pred_Day5
RELIANCE.NS,20.442871809232393,28.787624453700175,1.6768036189536932,1453.5269,1417.8302,1378.5575,1340.76,1304.6779
TCS.NS,45.990207301955536,63.629734923420166,1.3164819044051752,3273.2417,3334.2908,3382.4548,3421.1643,3449.4092
HDFCBANK.NS,30.34489703550234,51.6072159320599,1.8299007616168397,1847.9702,1805.8405,1756.8016,1710.4076,1667.7449
INFY.NS,22.703624416667992,32.35530656700639,1.4794346548691166,1517.7904,1499.3035,1476.1244,1457.0634,1443.741
HINDUNILVR.NS,28.133318031157636,38.32976194568605,1.1871632266112535,2479.7927,2454.1418,2419.155,2385.435,2353.6082
