Date,Close,High,Low,Open,Volume
2020-01-01,1770.76416015625,1773.827348070534,1753.8021603081854,1764.7748536990603,543035
2020-01-02,1772.135498046875,1785.4398199435632,1764.774605949193,1773.9185158245775,663275
2020-01-03,1762.4429931640625,1773.9186455448405,1754.4878356387435,1771.9984466545911,1598825
2020-01-06,1751.4703369140625,1764.2261593601263,1747.6299390537445,1762.3516130116352,683129
2020-01-07,1756.2711181640625,1765.6893920914808,1753.8023065931952,1754.945295583415,808935
2020-01-08,1764.1806640625,1770.3071521601712,1743.241082965722,1746.4872164191167,1889685
2020-01-09,1769.3924560546875,1780.593746481153,1765.6891276330389,1775.3359979136283,1544334
2020-01-10,1786.72021484375,1789.9205837035008,1766.2835960204857,1774.7417137212556,1003336
2020-01-13,1824.0731201171875,1826.816293502316,1789.463438232152,1793.1210027456566,2040089
2020-01-14,1836.828857421875,1842.4522733023737,1812.6889104377633,1824.6674113352565,1610737
2020-01-15,1848.5787353515625,1853.470705268898,1826.3589876260896,1838.9776290835196,1559491
2020-01-16,1873.8157958984375,1878.799182304554,1843.5037112911473,1848.8986406278593,2468958
2020-01-17,1883.919921875,1887.211595705603,1865.403503142851,1879.0736046699433,994719
2020-01-20,1886.25146484375,1898.1840881767246,1874.501451813222,1884.1025568103141,829399
2020-01-21,1879.439208984375,1897.3613622320588,1876.4674381760599,1883.4168992084258,750000
2020-01-22,1876.05615234375,1886.846011840172,1853.6535706669463,1886.3888162957473,983169
2020-01-23,1880.8109130859375,1884.4229364246062,1860.7858378371577,1876.101888345154,708017
2020-01-24,1896.172607421875,1901.0189244602727,1874.5473491644887,1880.9023220850318,914993
2020-01-27,1884.88037109375,1891.6467766119604,1880.6740823186221,1889.1322008364039,429312
2020-01-28,1884.1944580078125,1888.2176896971143,1867.826722782647,1885.4745162980387,777052
2020-01-29,1896.630126953125,1907.2371538590953,1885.5203634938812,1885.5203634938812,873433
2020-01-30,1881.908447265625,1900.1047411986128,1873.9988301592614,1897.2700394397968,952768
2020-01-31,1860.10009765625,1891.189395097721,1847.1157886669328,1887.3032329175371,1930834
2020-02-03,1992.4124755859375,2007.5914573925043,1897.2700354124095,1897.2700354124095,4012542
2020-02-04,1971.061767578125,2015.5010461245956,1956.7971755073822,1990.6296500371827,1932121
2020-02-05,1975.3592529296875,1997.0302786127822,1969.5070156051206,1981.8512961734689,1514368
2020-02-06,1971.792724609375,2008.2312963919853,1951.356219065901,1980.5709677791874,1302116
2020-02-07,1975.0390625,1986.0575201858678,1958.2601193282615,1979.6567823215487,908152
2020-02-10,1974.4451904296875,2002.1055274184782,1967.495727212511,1975.1767481220322,1389847
2020-02-11,1968.3638916015625,1993.0524510442187,1963.8377003517446,1983.3142752267315,777506
2020-02-12,2066.84423828125,2077.4968064655704,1970.513036062194,1972.4333468782702,4753325
2020-02-13,2087.92041015625,2092.9953250731296,2041.880955264557,2062.8661849716545,2950407
2020-02-14,2061.997802734375,2100.9051907257985,2053.9511159847934,2078.41107919129,1728651
2020-02-17,2059.7578125,2093.041564598202,2051.162400833286,2055.5515234673476,1420851
2020-02-18,2043.1153564453125,2069.2212666392843,2031.8685246620003,2059.7574528284476,1194605
2020-02-19,2095.921630859375,2110.5976537847605,2049.3792096059433,2057.5629659288115,1299800
2020-02-20,2055.77978515625,2093.9098492777416,2050.522036345109,2086.8233182714207,1555224
2020-02-24,2025.5130615234375,2068.352367629078,2020.895565731459,2045.3097599056096,1409245
2020-02-25,2042.384033203125,2084.5373286171575,2035.2059738320525,2048.144518493016,2237493
