Date,Close,High,Low,Open,Volume
2020-01-01,646.5187377929688,649.2825972971742,642.745890167881,644.8955527208419,2112415
2020-01-02,644.63232421875,649.9844970434491,641.2981811368331,648.3174522788851,5658200
2020-01-03,654.5470581054688,656.3018759556174,643.9304315331854,643.9304315331854,7882938
2020-01-06,648.2735595703125,661.3908336439645,646.2116700279993,654.6347742447226,6519403
2020-01-07,638.666015625,651.5638847415463,636.2092276477588,647.5278248694398,7899363
2020-01-08,630.1550903320312,639.6310958563827,621.4687206955816,636.0776004788496,8639443
2020-01-09,638.35888671875,641.8246628678982,626.7332178424689,633.2260656548679,13521186
2020-01-10,647.6594848632812,651.8271776782243,640.9472844875701,649.6775148841681,9341405
2020-01-13,678.7195434570312,682.1853188097723,662.4436214808721,666.8306653317388,36952038
2020-01-14,680.562255859375,681.7028767542699,673.1481397133713,675.5610142633683,11414418
2020-01-15,673.4552612304688,678.9829271705886,668.7172848044211,678.9829271705886,6047430
2020-01-16,672.9725341796875,677.7982824691115,667.0500249153943,676.2189573758565,5740586
2020-01-17,673.7183837890625,678.1493414536036,668.8049155062289,676.2190312164948,3762957
2020-01-20,674.244873046875,679.4654666592495,669.419124146036,677.0086789220459,3887680
2020-01-21,669.0242919921875,676.0435632524334,667.4888264040087,674.2448857025533,4448374
2020-01-22,675.7803955078125,682.6241747237906,672.0952671445033,674.2449298191665,9733935
2020-01-23,688.1956787109375,689.2047204101849,681.4835324706991,681.8344639140262,12528017
2020-01-24,686.7918701171875,690.0821537491765,678.7635566340167,680.6500073374746,7540490
2020-01-27,682.7119140625,688.5905650091986,679.465543640002,683.5454633140041,3741610
2020-01-28,682.6240234375,685.9581660547875,677.3595708145887,685.2562497489556,5121009
2020-01-29,692.889892578125,695.6098390356817,688.1080028550572,690.1698925677732,6832757
2020-01-30,684.9931030273438,692.889782713332,682.6240884109899,692.889782713332,3859680
2020-01-31,680.8255004882812,688.7221812125541,677.0087393398733,684.8615603262366,6092028
2020-02-03,673.3236083984375,693.9865771944159,670.7791011782155,686.1337568624781,6416745
2020-02-04,691.2666015625,693.0653327046838,675.6925931117046,675.6925931117046,5771311
2020-02-05,688.3710327148438,689.6432861288182,679.4653659225842,685.2562423239275,6310409
2020-02-06,676.789306640625,690.3452843163136,675.604826093913,688.1956218863664,7341622
2020-02-07,682.0098876953125,683.3698607008612,676.4822226565361,680.8254071701413,2853344
2020-02-10,678.4124755859375,682.6240269956629,675.3854046014286,679.1143918954281,3827682
2020-02-11,678.7195434570312,683.589151420937,674.9028367278898,683.5014319650322,4312817
2020-02-12,685.3001098632812,687.2304198699933,680.0795169653946,680.6937138156369,2948825
2020-02-13,695.1272583007812,696.6627240022976,686.3093088397744,688.7660432516419,4387430
2020-02-14,690.038330078125,701.2252950116064,688.4150912698244,697.1014619334109,5321680
2020-02-17,692.6705322265625,696.1801681579882,687.2744455608778,693.4163084408727,2929629
2020-02-18,699.865234375,701.0935747101167,687.581509707095,688.7659903075272,5083346
2020-02-19,702.322021484375,706.1825888247519,698.5491736199729,701.9271767369017,3985192
2020-02-20,699.2949829101562,707.2793835021902,696.5311230998697,704.7787892378708,4564569
2020-02-24,698.285888671875,712.105079579665,695.0395184119612,702.014876694612,6627536
2020-02-25,700.5233154296875,707.1916019174702,697.891088623543,701.0497393697998,6996695
2020-02-26,686.7918701171875,703.1994285392651,684.8176999379941,696.6188612752869,8760569
2020-02-27,682.4925537109375,685.0370611742009,677.5352251053304,682.6241864790627,5223386
2020-02-28,642.0001831054688,664.0231278277319,633.5331647407794,658.0567572723551,14123957
2020-03-02,650.2039184570312,672.0075638939028,643.798843568881,646.6504227737859,9821523
2020-03-03,655.4244995117188,665.9534071343969,650.3793979425187,662.4437712601709,7826587
2020-03-04,665.7340698242188,668.1469445418683,654.1522604689419,661.478657652391,11013444
2020-03-05,662.0926513671875,678.7195586445852,659.5920577373508,670.1209632150338,7755293
2020-03-06,648.3613891601562,652.792293885243,639.7188784064768,650.1600668937702,9216022
2020-03-09,618.0906982421875,636.8672162037459,611.5539913543133,635.6827356329985,10308654
2020-03-11,601.9026489257812,610.6328802730932,587.0305538139206,605.982622704781,16165009
2020-03-12,553.8206176757812,587.8640790030074,550.5741933946076,586.1092608567297,13965574
2020-03-13,563.6035766601562,585.2317271272798,500.1230651612436,519.4260606586951,16903113
2020-03-16,511.6610412597656,545.8799896841973,508.8971816966758,545.7483569229868,19140152
2020-03-17,486.9181213378906,519.426113147816,482.57493620151814,516.0041967245421,16059887
2020-03-18,468.799560546875,507.1423398592479,463.2718952347455,498.36825093434743,15390183
2020-03-19,478.6703796386719,489.5941303544492,446.82044961111694,446.82044961111694,16583991
2020-03-20,513.4597778320312,541.7562192019346,480.82015102967625,482.13626458176475,21354894
2020-03-23,461.911865234375,492.1824682946309,452.6552132699836,473.8007435518321,17146150
2020-03-24,517.4957275390625,527.454350089746,458.00741838979565,458.00741838979565,20027097
2020-03-25,531.8853149414062,557.1546819310266,496.3502525505297,523.8131419099574,18339548
2020-03-26,564.1740112304688,571.0616507551648,537.0620505449306,539.6065581753317,14843813
2020-03-27,572.6848754882812,592.1633663552147,563.5159405599693,583.5208554154159,13495283
2020-03-30,549.8721923828125,582.1608306040221,544.9586701963033,548.4683059497563,14624804
2020-03-31,562.8578491210938,580.8447328420328,556.0140699280755,570.3158252980685,15175521
2020-04-01,528.9021606445312,559.3482651607007,521.1809717732648,556.5844052529052,13083824
2020-04-03,513.8984985351562,531.7098917905164,510.783707074336,529.5163691346148,10221655
2020-04-07,560.664306640625,565.27070352617,537.7639549736033,539.6064923067048,15145605
2020-04-08,554.1714477539062,575.2731749432872,549.5650509629486,552.767614914921,11806896
2020-04-09,558.2514038085938,572.7725101637055,554.6101355099842,567.5080568468466,11931114
2020-04-13,559.2605590820312,571.8074979926685,549.3019340691917,551.8903015197887,8330276
2020-04-15,560.7081909179688,573.2112687259752,557.681119264419,571.5442238165838,11963447
