Date,Close,High,Low,Open,Volume
2020-01-01,1214.072509765625,1215.4018787524617,1206.4762480234222,1211.6986779711865,1836849
2020-01-02,1221.8114013671875,1222.9983174361278,1214.4525217397575,1214.4525217397575,3068583
2020-01-03,1204.3873291015625,1220.1495491222804,1199.8295256670087,1217.4908111338314,5427775
2020-01-06,1178.322509765625,1198.1203584830291,1173.6223694557332,1196.41115332866,5445093
2020-01-07,1196.9808349609375,1207.2832410276396,1189.0522605183485,1195.3666758204392,7362247
2020-01-08,1193.8475341796875,1198.4527446857237,1177.4680947739591,1184.0197778084457,5666055
2020-01-09,1207.2359619140625,1211.4139291973368,1199.3547937226642,1201.158929130187,4773158
2020-01-10,1217.965576171875,1221.953683150215,1210.74915066647,1219.294945164655,4607290
2020-01-13,1221.0989990234375,1231.0690919392587,1211.603672436941,1217.9654948859943,3725784
2020-01-14,1224.4224853515625,1227.3186066129635,1213.0280923122305,1223.9477189749236,3943145
2020-01-15,1219.4373779296875,1222.9506025787039,1209.7995977798673,1221.4788964299555,5893724
2020-01-16,1222.6658935546875,1225.8468051498473,1214.7847252056986,1217.3485332286311,3575200
2020-01-17,1213.645263671875,1220.0546095024167,1207.710684199151,1217.0635582662128,8459407
2020-01-20,1191.568603515625,1238.9977153218306,1189.2897018630385,1238.9977153218306,11089225
2020-01-21,1181.5511474609375,1186.9160311034789,1175.9014735167923,1186.9160311034789,7492402
2020-01-22,1178.2276611328125,1191.6635724020057,1172.1032214074778,1185.064366313164,9184155
2020-01-23,1182.0257568359375,1183.9248222334038,1168.8747521404348,1177.4205464290326,5754460
2020-01-24,1181.740966796875,1190.7140044377077,1176.5659440419438,1183.1177428463984,5915878
2020-01-27,1151.97314453125,1172.673005898053,1150.596368337624,1172.673005898053,9444276
2020-01-28,1161.4683837890625,1165.8363270553764,1152.020579531626,1157.2905325235117,6706079
2020-01-29,1173.47998046875,1179.3196298370924,1160.5663587507136,1163.4624798899804,6894175
2020-01-30,1164.1746826171875,1176.4235624497703,1155.771224993297,1176.4235624497703,6055992
2020-01-31,1164.4119873046875,1175.3316132696382,1158.6672681505297,1169.3019879437982,5589134
2020-02-03,1132.6025390625,1137.4925392567368,1118.2645039807921,1136.590529644725,6538505
2020-02-04,1167.7354736328125,1171.7234649941704,1137.5402844919095,1137.5402844919095,10448852
2020-02-05,1181.8358154296875,1185.016726569861,1165.3614474209417,1172.5778722533605,9010341
2020-02-06,1177.230712890625,1185.6814613727636,1174.7618350902526,1181.8359234017328,5913775
2020-02-07,1179.509521484375,1184.0673249934014,1169.4444976375135,1183.117792254834,3407724
2020-02-10,1177.70556640625,1180.2217355732319,1164.174724141795,1180.2217355732319,4609917
2020-02-11,1177.990234375,1191.6635283201458,1175.5689955565356,1180.5540421889505,5806760
2020-02-12,1185.96630859375,1189.6695092004522,1181.2661682262337,1182.358038072399,3148965
2020-02-13,1178.7498779296875,1196.3162322980081,1171.3434767510364,1196.3162322980081,4556070
2020-02-14,1157.812744140625,1185.396717097157,1153.6822998293608,1180.4590772145825,7344429
2020-02-17,1155.723876953125,1170.773948732576,1153.1600688333983,1163.1776862914887,5076345
2020-02-18,1152.0206298828125,1157.0056769109474,1142.7626854019904,1155.4864476652776,5264558
2020-02-19,1165.266357421875,1167.9250950590765,1152.6376434195197,1160.803600577009,5006134
2020-02-20,1155.6761474609375,1167.9251416405805,1152.8275495544972,1167.9251416405805,5561707
