Date,Close,MA50,MA200,RSI,MACD,MACD_Signal,BB_High,BB_Low,BB_Mid,VWAP,Return,Volatility,ATR,Stoch_K,Stoch_D,OBV,Hammer,Bullish_Engulfing,Bearish_Engulfing,Doji,Morning_Star,Evening_Star,Shooting_Star,Piercing_Line,Dark_Cloud_Cover
2020-10-19,1001.3218383789062,885.2765515136718,708.673165435791,76.00175140602245,38.49893993069122,34.5560059799701,1045.0703030801144,842.9671053671512,944.0187042236328,716.1518262313441,-0.001419139310725015,0.304995921008105,31.953178133702277,66.95983225024845,66.30382997023868,339245361.0,0,0,0,0,0,0,0,0,0
2020-10-20,1011.638427734375,888.5876123046875,710.4987638854981,77.65819379872214,38.414335521754765,35.32767188832704,1052.628122495077,846.7574182764074,949.6927703857422,717.5446041445751,0.010302970493653474,0.30532416303925786,32.639245601295265,73.2044228647138,69.65474837274895,349694137.0,0,1,0,0,0,0,0,1,0
2020-10-21,1021.287841796875,892.1432421875,712.3820414733887,78.89847035094614,38.680033639149315,35.99814423849149,1060.3745355815383,851.5375249653366,955.9560302734375,720.2351295261161,0.009538402059430018,0.3038401636329422,32.664653361570025,78.39307714803527,72.85244408766584,369505570.0,0,0,0,0,0,0,0,0,0
2020-10-22,1004.1233520507812,895.2399670410156,714.1299229431153,72.0768619369552,37.07815653042098,36.21414669687739,1064.6716408825907,856.9610495470968,960.8163452148438,721.6586187235392,-0.016806711138256714,0.31420699941707225,33.67787741004138,66.09106602018021,72.56285534430977,358234235.0,0,0,0,0,0,0,0,0,0
2020-10-23,1009.0223388671875,898.5013732910156,715.9336668395996,68.93167565388481,35.791383880384956,36.129594133578905,1063.9665591948979,871.8209285980709,967.8937438964844,722.8134412647946,0.004878869519766349,0.2561541469873315,32.46408351688473,66.73678878977657,70.40697731933068,367304097.0,0,0,0,0,0,0,0,0,0
2020-10-26,999.9884643554688,901.5394128417969,717.740279083252,64.9327152364543,33.65469869346316,35.634615045555755,1064.332291604801,881.5004903776211,972.916390991211,723.5861399718406,-0.00895309663992272,0.23780658712299851,32.34237375071719,59.07018688527352,63.9660138984101,360994729.0,0,0,0,0,0,0,0,0,0
2020-10-27,980.5718994140625,904.1197509765625,719.4923631286621,57.47582811445476,30.04822849535276,34.517337735515156,1061.488619996202,892.5411834705948,977.0149017333985,724.7360357017461,-0.019416788926581274,0.2528899124659344,32.29024327954845,14.516805667145315,46.7745937807318,350822250.0,0,0,0,0,0,0,0,0,0
2020-10-28,967.7177124023438,906.2642456054688,721.1391572570801,48.776318571285515,25.854811245239148,32.784832437459954,1056.4671938625654,904.5987302097003,980.5329620361329,725.5465076424223,-0.013108867406255165,0.25983382239802477,30.8687270712766,6.289630645160313,26.62554106585971,343213858.0,0,0,0,0,0,0,0,0,0
2020-10-29,966.1895751953125,908.5249206542969,722.7318077087402,45.29489685296701,22.15282597299108,30.65843114456618,1049.418475682778,918.5974483894875,984.0079620361328,726.2759844176667,-0.0015791146399890543,0.2600491582159994,30.696268464358322,13.019145015677498,11.275193775994373,336278242.0,0,0,0,0,0,0,0,0,0
2020-10-30,953.380126953125,910.6032238769532,724.1051106262207,35.40568949784472,17.978119977146548,28.122368911082255,1042.450569393397,930.3984174230092,986.4244934082031,727.1461714059801,-0.013257696596030932,0.26604878317952513,30.593723516882726,6.815662350774042,8.708146003870615,327477856.0,0,0,0,0,0,0,0,0,0
2020-11-02,963.8973388671875,913.0048193359376,725.5217860412598,30.739092431401332,15.341439933921265,25.56618311565006,1039.240677406875,936.731655356797,987.9861663818359,727.884304805154,0.011031498996810551,0.24740999834502378,30.2894164500712,17.33522042468286,12.390009263711462,334660975.0,0,0,0,0,0,0,0,0,0
2020-11-03,955.1329956054688,915.2560266113281,726.9301747131348,32.59686262264617,12.40168385713855,22.933283263947757,1037.220666851279,940.3715816838771,988.7961242675781,728.5927331187819,-0.009092610704806936,0.24956540228908686,29.548410268395628,9.362676326824277,11.171186367427055,327456193.0,0,0,0,0,0,0,0,0,0
2020-11-04,983.3585815429688,918.23716796875,728.4821049499511,49.307882176498154,12.208740124107635,20.788374635979736,1035.227266219707,945.8469525302932,990.537109375,730.3120193070107,0.02955147195978447,0.2678268982289923,27.04070020590878,45.29966332483938,23.9991866921155,343158883.0,0,0,0,0,0,0,0,0,0
